id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0635,P1,"16. Conversion, Trust & Business Outcomes",Trust-before-ask sequencing,Regression,CREATIVE.md,Place relevant proof and expectation-setting before high-commitment asks instead of relying on repeated buttons alone.,controls/16-conversion-trust-and-business-outcomes.md,controls.capability.trust-before-ask-sequencing,control.bq-0635
BQ-0636,P0,"16. Conversion, Trust & Business Outcomes",Ethical-conversion guard,Contract,CREATIVE.md / LEGAL.md,"Reject dark patterns, disguised ads, false urgency, preselected consent, obstructive cancellation, and manipulative scarcity.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.ethical-conversion-guard,control.bq-0636
BQ-0637,P0,"16. Conversion, Trust & Business Outcomes",Ethical-conversion guard,Procedure,CREATIVE.md / LEGAL.md,"Reject dark patterns, disguised ads, false urgency, preselected consent, obstructive cancellation, and manipulative scarcity.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.ethical-conversion-guard,control.bq-0637
BQ-0638,P0,"16. Conversion, Trust & Business Outcomes",Ethical-conversion guard,Evidence Gate,CREATIVE.md / LEGAL.md,"Reject dark patterns, disguised ads, false urgency, preselected consent, obstructive cancellation, and manipulative scarcity.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.ethical-conversion-guard,control.bq-0638
BQ-0639,P0,"16. Conversion, Trust & Business Outcomes",Ethical-conversion guard,Recovery,CREATIVE.md / LEGAL.md,"Reject dark patterns, disguised ads, false urgency, preselected consent, obstructive cancellation, and manipulative scarcity.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.ethical-conversion-guard,control.bq-0639
BQ-0640,P0,"16. Conversion, Trust & Business Outcomes",Ethical-conversion guard,Regression,CREATIVE.md / LEGAL.md,"Reject dark patterns, disguised ads, false urgency, preselected consent, obstructive cancellation, and manipulative scarcity.",controls/16-conversion-trust-and-business-outcomes.md,controls.capability.ethical-conversion-guard,control.bq-0640
BQ-0641,P0,17. Front-End Engineering & Component Implementation,Semantic-component mapping,Contract,DESIGN.md / STRUCTURE.md,Map design-system components to semantic HTML or platform-native controls before custom behavior is introduced.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.semantic-component-mapping,control.bq-0641
BQ-0642,P0,17. Front-End Engineering & Component Implementation,Semantic-component mapping,Procedure,DESIGN.md / STRUCTURE.md,Map design-system components to semantic HTML or platform-native controls before custom behavior is introduced.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.semantic-component-mapping,control.bq-0642
BQ-0643,P0,17. Front-End Engineering & Component Implementation,Semantic-component mapping,Evidence Gate,DESIGN.md / STRUCTURE.md,Map design-system components to semantic HTML or platform-native controls before custom behavior is introduced.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.semantic-component-mapping,control.bq-0643
BQ-0644,P0,17. Front-End Engineering & Component Implementation,Semantic-component mapping,Recovery,DESIGN.md / STRUCTURE.md,Map design-system components to semantic HTML or platform-native controls before custom behavior is introduced.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.semantic-component-mapping,control.bq-0644
BQ-0645,P0,17. Front-End Engineering & Component Implementation,Semantic-component mapping,Regression,DESIGN.md / STRUCTURE.md,Map design-system components to semantic HTML or platform-native controls before custom behavior is introduced.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.semantic-component-mapping,control.bq-0645
BQ-0646,P1,17. Front-End Engineering & Component Implementation,Component API discipline,Contract,DESIGN.md / FEATURES.md,"Define component props, states, variants, composition rules, and invalid combinations to prevent one-off divergence.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.component-api-discipline,control.bq-0646
BQ-0647,P1,17. Front-End Engineering & Component Implementation,Component API discipline,Procedure,DESIGN.md / FEATURES.md,"Define component props, states, variants, composition rules, and invalid combinations to prevent one-off divergence.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.component-api-discipline,control.bq-0647
BQ-0648,P1,17. Front-End Engineering & Component Implementation,Component API discipline,Evidence Gate,DESIGN.md / FEATURES.md,"Define component props, states, variants, composition rules, and invalid combinations to prevent one-off divergence.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.component-api-discipline,control.bq-0648
BQ-0649,P1,17. Front-End Engineering & Component Implementation,Component API discipline,Recovery,DESIGN.md / FEATURES.md,"Define component props, states, variants, composition rules, and invalid combinations to prevent one-off divergence.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.component-api-discipline,control.bq-0649
BQ-0650,P1,17. Front-End Engineering & Component Implementation,Component API discipline,Regression,DESIGN.md / FEATURES.md,"Define component props, states, variants, composition rules, and invalid combinations to prevent one-off divergence.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.component-api-discipline,control.bq-0650
BQ-0651,P1,17. Front-End Engineering & Component Implementation,State-source separation,Contract,FEATURES.md,"Separate UI state, server state, form state, navigation state, and derived state so implementation remains predictable.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.state-source-separation,control.bq-0651
BQ-0652,P1,17. Front-End Engineering & Component Implementation,State-source separation,Procedure,FEATURES.md,"Separate UI state, server state, form state, navigation state, and derived state so implementation remains predictable.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.state-source-separation,control.bq-0652
BQ-0653,P1,17. Front-End Engineering & Component Implementation,State-source separation,Evidence Gate,FEATURES.md,"Separate UI state, server state, form state, navigation state, and derived state so implementation remains predictable.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.state-source-separation,control.bq-0653
BQ-0654,P1,17. Front-End Engineering & Component Implementation,State-source separation,Recovery,FEATURES.md,"Separate UI state, server state, form state, navigation state, and derived state so implementation remains predictable.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.state-source-separation,control.bq-0654
BQ-0655,P1,17. Front-End Engineering & Component Implementation,State-source separation,Regression,FEATURES.md,"Separate UI state, server state, form state, navigation state, and derived state so implementation remains predictable.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.state-source-separation,control.bq-0655
BQ-0656,P0,17. Front-End Engineering & Component Implementation,No-dead-control gate,Contract,QA_GATES.md,Every rendered enabled interactive control must have directly observable intended behavior in its supported states/viewports; otherwise explicitly disable it with a user-visible reason or remove it. Production PASS requires zero unaccounted dead controls.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.no-dead-control-gate,control.bq-0656
BQ-0657,P0,17. Front-End Engineering & Component Implementation,No-dead-control gate,Procedure,QA_GATES.md,Every rendered enabled interactive control must have directly observable intended behavior in its supported states/viewports; otherwise explicitly disable it with a user-visible reason or remove it. Production PASS requires zero unaccounted dead controls.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.no-dead-control-gate,control.bq-0657
BQ-0658,P0,17. Front-End Engineering & Component Implementation,No-dead-control gate,Evidence Gate,QA_GATES.md,Every rendered enabled interactive control must have directly observable intended behavior in its supported states/viewports; otherwise explicitly disable it with a user-visible reason or remove it. Production PASS requires zero unaccounted dead controls.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.no-dead-control-gate,control.bq-0658
BQ-0659,P0,17. Front-End Engineering & Component Implementation,No-dead-control gate,Recovery,QA_GATES.md,Every rendered enabled interactive control must have directly observable intended behavior in its supported states/viewports; otherwise explicitly disable it with a user-visible reason or remove it. Production PASS requires zero unaccounted dead controls.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.no-dead-control-gate,control.bq-0659
BQ-0660,P0,17. Front-End Engineering & Component Implementation,No-dead-control gate,Regression,QA_GATES.md,Every rendered enabled interactive control must have directly observable intended behavior in its supported states/viewports; otherwise explicitly disable it with a user-visible reason or remove it. Production PASS requires zero unaccounted dead controls.,controls/17-front-end-engineering-and-component-implementation.md,controls.capability.no-dead-control-gate,control.bq-0660
BQ-0661,P0,17. Front-End Engineering & Component Implementation,Form-behavior contract,Contract,FEATURES.md / SECURITY.md,"Specify validation, errors, submission, retries, duplicate prevention, success, privacy, and backend dependency behavior.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.form-behavior-contract,control.bq-0661
BQ-0662,P0,17. Front-End Engineering & Component Implementation,Form-behavior contract,Procedure,FEATURES.md / SECURITY.md,"Specify validation, errors, submission, retries, duplicate prevention, success, privacy, and backend dependency behavior.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.form-behavior-contract,control.bq-0662
BQ-0663,P0,17. Front-End Engineering & Component Implementation,Form-behavior contract,Evidence Gate,FEATURES.md / SECURITY.md,"Specify validation, errors, submission, retries, duplicate prevention, success, privacy, and backend dependency behavior.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.form-behavior-contract,control.bq-0663
BQ-0664,P0,17. Front-End Engineering & Component Implementation,Form-behavior contract,Recovery,FEATURES.md / SECURITY.md,"Specify validation, errors, submission, retries, duplicate prevention, success, privacy, and backend dependency behavior.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.form-behavior-contract,control.bq-0664
BQ-0665,P0,17. Front-End Engineering & Component Implementation,Form-behavior contract,Regression,FEATURES.md / SECURITY.md,"Specify validation, errors, submission, retries, duplicate prevention, success, privacy, and backend dependency behavior.",controls/17-front-end-engineering-and-component-implementation.md,controls.capability.form-behavior-contract,control.bq-0665
